,id,source,destination,surge_multiplier,price,cab_type,datetime,short_summary,distance
649077,b7d5f549-b520-4b3b-976b-ee466ffacd8b,West End,Boston University,1.0,10.0,Uber,2018-12-17 14:40:04, Overcast ,2.8
182944,ab383fa6-7d3f-4a5b-923c-7db56326122f,North Station,Haymarket Square,1.0,15.0,Uber,2018-12-13 09:15:08, Clear ,0.56
573766,dd3103c0-ec15-48ef-8032-1705e9d8a3da,Financial District,Northeastern University,1.0,10.0,Uber,2018-11-28 22:03:41, Overcast ,3.3
117979,09ce4655-2af4-4fd5-82db-b38cc4e28503,Theatre District,Fenway,1.0,38.5,Lyft,2018-12-18 16:20:13, Partly Cloudy ,3.12
489414,88c8a28d-ee57-46fd-9e9c-ded378faf88f,North End,Back Bay,1.0,12.5,Uber,2018-11-30 23:53:01, Overcast ,3.61
669091,b68228e5-8875-43fd-8b1b-89c179714860,Haymarket Square,West End,1.0,6.5,Uber,2018-12-17 04:15:09, Light Rain ,0.61
280979,40198a67-d911-42de-847c-0c0a59e284d1,Theatre District,North End,1.0,17.0,Uber,2018-12-03 22:33:02, Partly Cloudy ,1.57
342809,3d89883f-a7d1-4708-94aa-b0e4fb06fd71,Haymarket Square,Back Bay,1.0,7.0,Lyft,2018-12-01 14:42:57, Partly Cloudy ,2.47
132570,535c5b62-768f-49cc-9f14-11e32d6acd1a,West End,North End,1.0,7.0,Uber,2018-12-18 13:55:11, Mostly Cloudy ,0.98
548214,39983e2c-3808-4ada-bcdd-9edb28ad2fc4,Fenway,Back Bay,1.0,8.0,Uber,2018-12-02 17:53:01, Light Rain ,1.49
260718,d444d698-3296-4227-8207-0aadde8a30d5,Northeastern University,Theatre District,1.0,25.0,Uber,2018-12-17 15:40:13, Overcast ,1.89
114872,f24131eb-bcdb-4f57-88ea-fc79c913fb9d,North End,Theatre District,1.0,22.5,Lyft,2018-11-27 12:27:22, Light Rain ,1.54
570561,f5ce7b58-1d53-4abe-b200-90273ca88e89,Boston University,North Station,1.0,39.5,Uber,2018-12-17 00:10:09, Rain ,3.39
482075,6a7fa35a-ee1a-4891-964c-90ffcfee4ac4,Beacon Hill,Boston University,1.0,10.5,Uber,2018-11-27 21:09:22, Mostly Cloudy ,2.27
593798,b049a5f2-face-4712-9cb8-0ad1fb1dd89c,Financial District,Haymarket Square,1.0,7.5,Uber,2018-12-17 19:40:07, Overcast ,1.25
272781,5ab29eb2-4a2e-44ef-a21b-a653b2093051,Beacon Hill,Fenway,1.0,16.0,Uber,2018-11-28 09:58:33, Partly Cloudy ,2.32
436412,8827e4cf-0262-4c1c-ac4f-a79fc64ae5ff,West End,Haymarket Square,1.0,7.0,Uber,2018-11-28 22:17:07, Overcast ,0.72
18221,ca6832fd-fd59-42b0-a7f5-229c83d693b7,Theatre District,Boston University,1.0,31.5,Uber,2018-12-16 17:45:07, Overcast ,2.62
104733,3fd02696-b2e2-4c97-b76b-608ded6c0992,North Station,North End,1.0,7.0,Uber,2018-11-26 18:17:10, Overcast ,1.08
169045,7c22a8a7-6129-41f6-bdae-a55691de029b,Theatre District,South Station,1.0,16.0,Uber,2018-11-30 05:23:07, Clear ,0.55
292786,5b73990a-e6b8-4192-b98e-5b5b8abe232c,Boston University,Beacon Hill,1.0,22.5,Lyft,2018-11-27 21:33:22, Mostly Cloudy ,2.63
190069,e85e9513-5a5e-4c55-a7e9-6c3705492a7c,South Station,Beacon Hill,1.0,32.5,Lyft,2018-12-15 13:40:07, Overcast ,2.56
150134,7e7ead96-a2bd-4573-a0a9-d17c07db1942,Haymarket Square,Back Bay,1.0,7.0,Lyft,2018-12-02 14:18:01, Light Rain ,2.01
680108,2abd5a8e-301b-4052-bc9e-7217d2d7c7ee,Boston University,Back Bay,1.0,17.0,Uber,2018-11-27 03:30:22, Rain ,1.56
294688,d58025cf-0656-4689-8c28-818cb0d81b73,Boston University,North Station,1.0,12.0,Uber,2018-12-16 19:35:07, Overcast ,3.39
472391,2fc0a68e-9c52-45ec-a0e0-7e87c100074b,North End,North Station,1.0,7.5,Uber,2018-12-17 17:05:10, Overcast ,0.92
198679,6fb4d684-49cb-4644-9853-8d3b46e1279e,Northeastern University,Beacon Hill,1.0,31.5,Uber,2018-11-26 21:02:11, Overcast ,2.61
471061,ef82d442-811b-428b-8848-f60d67750d72,West End,Boston University,1.0,7.0,Lyft,2018-11-26 13:35:09, Overcast ,2.88
608827,ac1050c4-5999-4b91-922e-d837dd9d16a4,Back Bay,Boston University,1.0,3.0,Lyft,2018-11-26 10:08:10, Foggy ,1.53
572768,81e8c1f4-e9db-4366-8d84-a5f405d637f9,Beacon Hill,South Station,1.0,7.0,Lyft,2018-11-29 18:23:04, Partly Cloudy ,2.51
316630,915a0ea9-aef5-4370-87cc-9e097b12a284,North End,North Station,1.0,11.0,Lyft,2018-11-30 07:32:57, Clear ,0.99
269781,23e388e4-3bc3-4057-89ff-cf15edb319bc,Boston University,Financial District,1.0,13.5,Lyft,2018-11-29 04:11:07, Mostly Cloudy ,4.37
669194,2774d38b-6fb5-4997-b755-bfbb3329a34f,Fenway,Back Bay,1.5,27.5,Lyft,2018-11-27 03:57:22, Rain ,1.44
414405,cc90561b-83b6-445d-ada6-0a5a87e2f5ed,Theatre District,South Station,1.0,7.0,Lyft,2018-11-28 10:02:07, Partly Cloudy ,0.56
406736,7052a949-14dc-4d33-a141-243bae9b6012,North End,Beacon Hill,1.0,26.0,Lyft,2018-12-18 02:25:05, Mostly Cloudy ,1.84
374618,bf06fbdb-caa0-43b5-b089-ccca9813de46,Theatre District,Fenway,1.0,9.0,Uber,2018-12-17 06:45:09, Possible Drizzle ,2.66
313088,4cdf93af-aaf1-48ff-bb92-70bbbebf391f,South Station,North Station,1.0,13.5,Lyft,2018-11-30 15:28:02, Clear ,1.69
303750,88b41f92-007a-4590-a199-cab625918d23,Theatre District,Fenway,1.0,9.5,Uber,2018-11-27 05:36:23, Rain ,2.66
480100,f44a601c-7a79-4226-bae6-0d63bf11762a,North End,North Station,1.0,13.5,Lyft,2018-12-04 02:02:57, Partly Cloudy ,1.0
440040,26fce7ea-928b-4867-9b26-50a8681199a4,West End,Fenway,1.0,27.5,Lyft,2018-12-18 05:40:11, Overcast ,2.91
464468,8969c135-aee0-4405-9e72-bbf8564c28bf,South Station,Back Bay,1.0,11.5,Uber,2018-12-02 01:48:02, Clear ,3.44
425271,cad52cee-aa30-466a-b62a-8a29419323d4,Fenway,Beacon Hill,1.0,17.0,Uber,2018-12-16 21:55:09, Overcast ,2.46
204055,d4e19396-d915-4e7d-86db-2262ea3dc036,South Station,Theatre District,1.0,10.5,Lyft,2018-12-17 20:05:11, Mostly Cloudy ,1.08
429343,9afa5f1d-b7db-42af-9b6a-7824b327f9d5,West End,South Station,1.0,13.0,Uber,2018-11-26 14:56:10, Possible Drizzle ,2.14
289270,6a335bfe-3619-4fb7-a3fa-502425a40c69,Northeastern University,North Station,1.0,13.0,Uber,2018-12-02 08:07:59, Possible Drizzle ,3.24
173087,74f6ad58-5e77-4945-bc41-8382590ba9e4,Theatre District,South Station,1.0,5.5,Uber,2018-12-15 19:35:08, Clear ,0.55
14380,f7f4b7c3-9656-4f82-87a5-7961761f9924,Fenway,Beacon Hill,1.0,9.5,Uber,2018-12-03 10:37:57, Overcast ,2.46
59735,bcb44dbe-dd5c-46c2-9f34-f33b770a505d,Boston University,West End,1.0,8.5,Uber,2018-12-03 23:18:04, Clear ,3.04
665336,b95d307d-de08-4988-b76a-23c831d77c78,North Station,Fenway,1.0,26.0,Lyft,2018-12-15 07:10:08, Mostly Cloudy ,3.14
33799,88867e52-6dc0-4478-9e61-b6a457d51dd3,Financial District,North End,1.0,15.0,Uber,2018-11-28 13:11:08, Partly Cloudy ,1.21
439416,73168c03-ac62-447f-ad63-559afcc476bc,North Station,Boston University,1.0,16.5,Lyft,2018-12-16 15:30:11, Overcast ,3.11
562529,5acd2c16-2739-41c8-affc-22ed84d268ec,Theatre District,Boston University,1.0,42.5,Lyft,2018-12-13 15:40:05, Partly Cloudy ,4.63
605887,ecd2f91e-6249-4ee4-921c-e285b72df67a,Financial District,South Station,1.25,10.5,Lyft,2018-12-13 21:55:08, Mostly Cloudy ,0.48
410066,8e8da98a-cd6d-43e1-9328-a3fb4be9d267,Northeastern University,North Station,1.0,9.0,Lyft,2018-12-17 19:20:04, Overcast ,3.25
66210,8afab713-55df-4244-8159-ae02234bb06b,South Station,North Station,1.0,9.0,Uber,2018-11-28 11:14:07, Mostly Cloudy ,2.38
623954,58b33adb-b120-4e08-9e9b-1a40e28948b2,Back Bay,Fenway,1.0,11.0,Lyft,2018-11-28 16:05:07, Mostly Cloudy ,1.44
380256,c171ad08-a12e-457d-80f9-b2bb1603b8e5,Northeastern University,Theatre District,1.0,9.5,Uber,2018-12-16 16:30:08, Overcast ,1.91
477094,a5b256ac-9e19-4a37-9194-758ab67b6bf3,North End,Financial District,1.0,7.5,Uber,2018-11-28 18:50:08, Overcast ,1.07
6491,c2372834-0c35-479b-8f6c-2882f7d908cd,Boston University,West End,1.0,9.0,Uber,2018-12-16 00:50:13, Partly Cloudy ,3.04
40935,ec421877-f766-4fcc-ab25-f6c39589c17f,Boston University,Back Bay,1.0,14.0,Uber,2018-11-29 03:59:18, Partly Cloudy ,0.03
338829,df66cfb1-4546-4c4c-a5fd-531d957c8071,North Station,North End,1.0,15.0,Uber,2018-11-30 21:43:05, Overcast ,1.08
318679,6f949196-f983-4ac2-9098-5e7f818600c8,Northeastern University,Back Bay,1.0,25.0,Uber,2018-12-02 07:42:57, Overcast ,1.64
405856,d2c625ba-86d2-4a83-bff1-ed5ea7ec4e1d,Fenway,Beacon Hill,1.0,10.0,Uber,2018-12-14 21:00:13, Mostly Cloudy ,2.48
659613,6795aaaf-7d83-44a9-a8c7-f24a5c7d0a76,Fenway,North Station,1.0,21.5,Uber,2018-11-27 11:00:22, Light Rain ,3.08
326508,d0a74f15-b937-4690-9bd3-f89dc0b25920,South Station,Financial District,1.0,16.0,Uber,2018-11-29 14:03:01, Partly Cloudy ,0.63
254525,863d5d67-08aa-442d-9930-c8892150ae98,Fenway,Beacon Hill,1.0,32.0,Uber,2018-12-13 23:05:06, Overcast ,2.48
236184,59700d62-34ca-4692-8c62-47f5de7623b3,Back Bay,Boston University,1.0,27.5,Lyft,2018-12-16 00:30:10, Partly Cloudy ,1.46
354704,2317f4dc-abf4-4f33-bded-3529c8240a5d,North End,Financial District,1.0,13.5,Lyft,2018-11-28 10:47:07, Partly Cloudy ,1.14
435481,4288f9a1-533c-40ce-b2fe-dd035234dde3,Fenway,West End,1.0,7.0,Lyft,2018-11-30 21:38:03, Overcast ,2.87
27081,00d1a84e-942c-4abd-90d1-2527f4b7d37a,Haymarket Square,Financial District,1.0,26.0,Lyft,2018-11-26 23:06:11, Light Rain ,1.01
562507,df4a0a40-ddde-47cd-bf5c-5aea416da6c0,Financial District,South Station,1.0,5.5,Uber,2018-11-28 21:50:07, Overcast ,0.39
485744,479498bb-f671-4948-b0f1-0e8db3bdea6b,North End,Theatre District,1.0,13.0,Uber,2018-12-01 20:13:00, Mostly Cloudy ,1.41
517100,ff81a6f0-88ff-4e02-90c4-18e7ef2dc1ed,North Station,Boston University,1.0,11.0,Uber,2018-12-18 15:00:13, Partly Cloudy ,3.01
658614,da1623ba-1da4-494a-aab8-601bb24aab45,Fenway,West End,1.0,27.5,Lyft,2018-12-18 12:10:10, Mostly Cloudy ,2.85
291475,6cdb7486-e1d2-4b5d-bec4-5d9587a28ffa,Beacon Hill,Northeastern University,1.0,24.0,Uber,2018-12-13 12:10:10, Partly Cloudy ,1.92
144120,f746e490-2518-4c74-82bd-f0051d41354d,Theatre District,North End,1.0,27.5,Uber,2018-12-17 17:50:11, Overcast ,1.57
402482,ae87dacb-b83b-4c73-8a39-294bf225804d,Beacon Hill,South Station,1.0,8.0,Uber,2018-12-02 14:28:04, Light Rain ,2.48
370568,ecc28b91-03a3-4b8c-8775-5e49cc20695c,Beacon Hill,Fenway,1.0,9.5,Uber,2018-12-14 01:15:13, Overcast ,2.29
423085,cc38890a-8574-440f-9233-9c446af1976d,Back Bay,Fenway,2.0,27.5,Lyft,2018-11-30 05:12:55, Clear ,1.39
227758,e192f1ab-8429-4ad4-8007-b8d33292db11,Boston University,Beacon Hill,1.0,11.5,Uber,2018-12-03 04:13:00, Overcast ,2.79
337355,6b11db22-3812-4975-9185-159db4c28f3c,Beacon Hill,Haymarket Square,1.0,13.0,Uber,2018-12-09 23:08:26, Clear ,1.35
375374,f33eca7e-5c1f-4bf9-9db6-b01159e06270,Boston University,Beacon Hill,1.0,9.0,Lyft,2018-12-15 15:25:14, Mostly Cloudy ,2.64
678988,48bdfce5-693b-421f-84fe-94f16465871a,Financial District,Northeastern University,1.5,16.5,Lyft,2018-12-01 08:08:00, Mostly Cloudy ,3.4
313407,c668d373-1857-42b8-b5be-52203b817d31,Back Bay,Northeastern University,1.0,13.5,Lyft,2018-12-14 22:25:15, Mostly Cloudy ,1.07
83342,ec747123-66f9-4f57-964f-94dad4eb0d94,Haymarket Square,North Station,1.0,7.0,Uber,2018-11-27 06:24:22, Light Rain ,0.49
618200,f772eed5-28ae-4543-993a-d0d98c3b450b,Theatre District,North End,1.0,8.0,Uber,2018-12-17 17:30:03, Overcast ,1.57
664710,d759cb96-e87a-469f-8661-f1a870f4070c,North Station,Fenway,1.0,17.0,Uber,2018-12-18 17:15:13, Clear ,3.05
409447,76e861c7-5928-4af3-ba3b-15a2a526b7fc,Theatre District,Boston University,1.0,22.5,Lyft,2018-11-29 00:02:08, Mostly Cloudy ,5.02
75284,0cd7d36a-29c2-4caf-8087-d3433abfd13c,Back Bay,Haymarket Square,1.0,11.0,Uber,2018-11-28 10:16:23, Partly Cloudy ,2.32
588350,461541c3-e2a0-44d3-9387-2d7ee5cd0968,Beacon Hill,North End,1.0,15.0,Uber,2018-12-14 16:10:10, Clear ,1.35
567803,e7aca693-877c-4b01-9d10-2a993b55371d,Northeastern University,West End,1.0,22.5,Lyft,2018-12-13 18:50:09, Mostly Cloudy ,2.8
117528,c5a8cbcc-d4c7-449c-bef2-d4dab3c1a4c1,Boston University,West End,1.0,9.0,Uber,2018-11-29 00:05:07, Mostly Cloudy ,3.04
174873,3b2e9d43-6165-49ea-bfad-94d535593f21,North Station,Haymarket Square,1.0,11.0,Lyft,2018-11-26 13:56:09, Overcast ,0.71
324849,546a1448-d062-4517-bd77-b49534994c66,Boston University,Beacon Hill,1.0,7.0,Lyft,2018-12-13 16:40:13, Mostly Cloudy ,2.66
563252,6ef45c13-d553-47e3-b5c5-a16ad6064c74,North End,Theatre District,1.0,18.0,Uber,2018-12-02 08:37:57, Possible Drizzle ,1.41
143227,26a6f5ee-d70b-4a08-b029-1c89c6fe18ee,North Station,South Station,1.0,8.5,Uber,2018-12-17 18:25:11, Overcast ,2.17
358442,55d0fe3f-f797-4fce-8367-52c4b501d6e3,Northeastern University,West End,1.0,8.5,Uber,2018-12-02 06:43:04, Overcast ,2.86
216172,ea494860-68e7-4f0f-9006-922e85eb7aae,Financial District,North End,1.0,10.5,Uber,2018-12-13 14:20:12, Partly Cloudy ,1.21
640629,a335c2ae-79c0-4c8d-916a-a8f3c173cd8c,Theatre District,North End,1.0,19.0,Uber,2018-11-30 01:07:56, Clear ,1.57
358683,78e552b8-981b-4bd3-acf5-f207f40e2fe4,Boston University,Back Bay,1.0,27.5,Lyft,2018-11-27 05:03:23, Rain ,1.92
284311,94a2de83-c1e4-4832-b814-08b82165ec9f,Haymarket Square,Theatre District,1.0,9.5,Uber,2018-12-02 04:43:00, Mostly Cloudy ,1.16
656704,f72a8804-d0d8-459c-886d-c3e9409d3290,South Station,Financial District,1.0,7.0,Lyft,2018-12-16 04:00:14, Clear ,0.56
474889,760ab489-edd7-49a6-89bf-dacd51406852,North End,North Station,1.0,15.5,Uber,2018-12-14 19:30:04, Partly Cloudy ,0.92
194425,55a4b4e1-b7be-49ca-a415-4b4e00959a18,South Station,Back Bay,1.0,12.0,Uber,2018-11-27 09:36:22, Light Rain ,2.53
251598,9cd76413-3015-472b-99a3-c954fb508c2a,Boston University,North Station,1.0,15.0,Uber,2018-12-16 11:15:11, Overcast ,3.85
50315,46453c93-b412-413f-9e63-04552f2fe6fe,North Station,Northeastern University,1.5,42.5,Lyft,2018-12-16 04:40:13, Clear ,3.31
659722,f0a001a9-74f9-4084-bac0-c32b0bbf5ce4,Beacon Hill,Fenway,1.0,9.5,Uber,2018-11-28 22:08:41, Overcast ,2.32
260787,02bcbb4f-8de3-46a5-92bc-f4c591c575da,Boston University,Financial District,1.0,13.0,Uber,2018-12-02 10:07:57, Light Rain ,4.74
382192,276cef43-fb7f-4ba8-8082-c86ca919163d,Beacon Hill,North End,1.0,8.0,Uber,2018-12-02 02:18:00, Partly Cloudy ,1.49
335669,e83e1f12-3f40-4f20-ab99-bf724b30080b,Theatre District,Boston University,1.0,27.5,Lyft,2018-12-02 00:12:59, Clear ,3.13
44664,7e7e6969-ab61-4ad7-8cf4-81cb86b0657a,Financial District,South Station,1.0,7.0,Lyft,2018-11-27 03:30:22, Rain ,0.48
556842,d6af6183-3079-44aa-8739-875c8c94cb29,South Station,Theatre District,1.0,15.0,Uber,2018-12-02 06:37:56, Overcast ,1.3
313476,a71f6e96-9eeb-481c-86dc-ef2332ccf083,North End,North Station,1.0,10.5,Lyft,2018-12-14 00:50:13, Overcast ,1.01
243492,287b8719-6ce9-4c2f-aa00-309a08e91333,Back Bay,Haymarket Square,1.0,16.5,Lyft,2018-11-27 11:06:21, Light Rain ,2.33
108807,7322321a-442f-40a4-895a-83c735d6272e,West End,Northeastern University,1.0,23.5,Uber,2018-12-14 09:40:10, Partly Cloudy ,3.08
491620,e502e2b8-c0d8-4297-8f24-4373fb60da71,Theatre District,Haymarket Square,1.0,26.0,Uber,2018-11-28 15:11:07, Mostly Cloudy ,1.61
526929,f71c4941-4cfd-4110-b630-d3f8347ca90f,Theatre District,Fenway,1.0,16.0,Uber,2018-11-27 02:00:22, Rain ,2.66
551690,19eb9877-4283-4d47-a5de-eb17b50e1a00,West End,Northeastern University,1.0,26.0,Lyft,2018-11-28 13:41:22, Partly Cloudy ,3.05
444560,4da4414a-fb9e-4a03-a35b-2e95989d9e4c,North End,Back Bay,1.0,35.5,Uber,2018-12-03 16:17:57, Partly Cloudy ,2.66
394821,e5e7fc7c-f7bd-487f-980e-b7c0cabdf955,Haymarket Square,West End,1.0,7.5,Uber,2018-11-27 23:33:22, Partly Cloudy ,0.62
518390,90b99d7a-de26-4ed9-b8b1-a3cc0d5c1a08,Haymarket Square,Theatre District,1.0,13.5,Lyft,2018-11-28 13:46:26, Partly Cloudy ,1.33
582377,00f45dc3-4c6b-46c8-a990-1f2dcd130927,West End,Boston University,1.0,26.0,Lyft,2018-12-14 01:20:05, Overcast ,2.88
156650,3129fa36-dc6d-4d76-a9db-74efb3c8025b,Fenway,Theatre District,1.0,11.5,Uber,2018-12-15 16:25:09, Partly Cloudy ,2.38
459805,2180fb1e-df79-4eef-b2a4-8984b1400030,South Station,Theatre District,1.0,9.0,Lyft,2018-12-16 12:20:09, Overcast ,1.05
126281,40b5d635-58ec-46a0-a23f-cde1f128bf6a,Northeastern University,Back Bay,1.0,13.5,Lyft,2018-11-27 08:54:22, Light Rain ,1.25
421461,bd25c10b-ea3c-4d90-921e-3406091e9049,West End,Fenway,1.0,16.5,Lyft,2018-11-28 18:26:08, Overcast ,2.97
368960,72f1e5a0-adb9-458d-9311-1e0dcdc74989,South Station,Beacon Hill,1.0,28.0,Uber,2018-12-18 03:20:08, Overcast ,2.58
103113,ed87f7aa-3ab4-4c7b-b48e-34a4e9a2dbce,North End,Back Bay,1.0,26.0,Uber,2018-12-01 17:12:59, Partly Cloudy ,3.61
385883,8bac1dd6-7305-4d69-a2f1-bafa5d1ecb5f,Boston University,Financial District,1.0,26.0,Lyft,2018-11-30 06:33:03, Clear ,4.66
537487,389d2bf6-1e41-47e5-b954-26ea1a960aff,Northeastern University,North Station,1.0,24.0,Uber,2018-11-27 14:54:22, Overcast ,3.23
89642,7120e749-b2ba-439c-a863-4992a9415dd3,Northeastern University,Theatre District,1.0,16.5,Lyft,2018-12-13 17:20:11, Mostly Cloudy ,2.57
361991,7701eb82-02af-4809-a60e-3a13bad9f314,Fenway,Beacon Hill,1.0,7.0,Lyft,2018-12-13 14:40:12, Partly Cloudy ,2.63
203310,757a8ade-2e66-4f96-8318-2f18bb876725,Theatre District,South Station,1.0,5.0,Lyft,2018-11-28 10:31:26, Partly Cloudy ,0.61
117894,85d38bc6-36cf-48dd-b83f-7b8667a7c9cb,North Station,Haymarket Square,1.0,6.5,Uber,2018-11-27 20:42:22, Mostly Cloudy ,0.56
157227,1d511909-e1f9-4ce7-af03-e0f2b42f3dd4,Back Bay,South Station,1.0,7.0,Lyft,2018-12-14 04:25:08, Overcast ,1.39
110802,78bd3aee-7f22-40f3-a23a-9f629ea0058c,North Station,Boston University,1.0,11.0,Lyft,2018-12-18 19:10:09, Clear ,3.12
16999,523634ac-44e5-4f05-b068-8b678511a090,Northeastern University,North Station,1.0,11.5,Uber,2018-12-02 00:02:59, Clear ,3.22
424960,15561337-8578-403e-b5c8-bbdab3473de6,West End,Northeastern University,1.0,33.0,Uber,2018-12-02 17:58:03, Light Rain ,3.15
610763,8b5426ff-d987-43f5-b1d9-57fb2b827190,Back Bay,South Station,1.5,11.0,Lyft,2018-11-26 23:09:10, Light Rain ,1.4
26032,4b26d8ba-e868-4af4-b798-0049b40d5efc,Beacon Hill,Fenway,1.0,13.5,Lyft,2018-11-30 03:52:59, Clear ,2.37
274510,7b51d56e-ce7b-40d6-a9d6-1ab005cf3d13,Financial District,North End,1.0,15.0,Uber,2018-12-01 10:53:01, Partly Cloudy ,1.21
124590,bc97b41e-50e5-44b0-87e7-c4c850ba0550,West End,Northeastern University,1.0,23.0,Uber,2018-12-17 00:10:03, Rain ,3.1
330296,8cb34280-deae-419e-9f5d-2603cf702365,Haymarket Square,Back Bay,1.0,9.0,Uber,2018-11-29 00:39:30, Mostly Cloudy ,2.3
380283,7379f448-7218-4756-b73e-9d06eb4d96af,Boston University,West End,1.0,9.0,Uber,2018-12-17 07:20:14, Drizzle ,3.05
5860,e1b17c2c-53f0-4e71-90e8-fee9c6c76071,Northeastern University,Theatre District,1.0,10.5,Lyft,2018-12-15 09:35:11, Overcast ,2.04
357239,c8eaa213-224f-4674-b1ee-075536a632c5,Fenway,North Station,1.0,11.5,Uber,2018-12-15 11:45:10, Overcast ,3.07
50193,ca6ca408-efef-47f2-b1fe-484aa5674b48,North End,Beacon Hill,1.0,13.0,Uber,2018-11-28 09:32:13, Partly Cloudy ,1.46
671919,33bcf49a-9042-461c-847c-251dd1837736,Fenway,North Station,1.0,16.5,Lyft,2018-12-02 13:03:03, Light Rain ,3.25
652063,0064eb0c-f4fa-4811-a90d-f996fa2e0a05,West End,Boston University,1.0,9.5,Uber,2018-12-15 12:05:08, Overcast ,2.8
207994,9cc5b9fb-7773-4ca3-bc12-cac7b1c0b0fe,Fenway,West End,1.0,10.5,Uber,2018-11-28 13:59:08, Partly Cloudy ,2.72
553944,e40479cb-a317-41e3-942c-0d1e86c3fd70,Boston University,North Station,1.0,22.5,Lyft,2018-12-03 00:22:59, Overcast ,3.44
52278,3ab35324-f76a-40e9-be7b-af7710c452a2,Fenway,Theatre District,1.0,10.5,Lyft,2018-12-16 07:25:08, Partly Cloudy ,2.73
51150,759d45a3-28d6-49e3-be40-f17bd8159110,Boston University,Theatre District,1.0,11.0,Lyft,2018-12-14 20:15:14, Partly Cloudy ,2.95
37557,41186a09-bf00-44af-97a7-e31deda909e8,Fenway,North Station,1.0,10.5,Lyft,2018-12-17 22:25:07, Overcast ,3.21
636383,0629e049-ef1e-4b41-9bd1-e9181db4aa39,Beacon Hill,North End,1.0,10.5,Uber,2018-11-27 22:48:24, Partly Cloudy ,2.19
371714,c5520550-092a-43f1-934c-0a84e4de5e53,North End,Beacon Hill,1.0,18.5,Uber,2018-12-03 01:13:02, Overcast ,1.79
77609,7b099c9f-6d0e-4dfe-8181-40d51083a921,Beacon Hill,Northeastern University,1.0,7.5,Uber,2018-11-30 23:48:06, Overcast ,1.97
453189,56ea3543-c240-4007-a5cf-33306a04c157,North Station,Northeastern University,1.0,9.0,Lyft,2018-11-27 10:51:22, Light Rain ,3.35
469599,a46f8020-6c38-432c-8536-ccc996dcdcf8,Haymarket Square,Beacon Hill,1.0,13.5,Lyft,2018-12-04 01:33:03, Partly Cloudy ,1.37
505584,c34c0d76-63e5-4824-86fc-92f0a7e96fce,Haymarket Square,West End,1.0,7.5,Uber,2018-12-13 23:55:03, Overcast ,0.61
264299,af9bd6e3-eb19-420b-921b-cbdbf0b1f62c,Theatre District,Boston University,1.0,26.0,Lyft,2018-12-03 09:57:59, Overcast ,4.72
508116,f53dfa8f-c30e-497b-91aa-dd0ef967415d,Back Bay,North End,1.0,24.0,Uber,2018-12-16 03:00:10, Clear ,2.7
90664,856876d5-62c6-4e8d-b46f-c05ec312cb2f,Haymarket Square,Beacon Hill,1.0,7.0,Uber,2018-12-17 02:30:04, Light Rain ,0.91
441645,2d17a943-a2fd-41cb-aa37-c361c4962b46,North Station,North End,1.0,7.0,Lyft,2018-12-02 01:18:02, Clear ,1.08
449459,7f8ba9eb-4935-43fa-9f3f-0a4ce347db75,North End,Back Bay,1.0,7.0,Lyft,2018-12-13 09:00:07, Clear ,2.91
467345,11c52d0c-743b-40a8-aafd-0b3db2c8344a,Theatre District,Fenway,1.0,9.0,Uber,2018-12-02 15:43:02, Light Rain ,2.66
144414,38026758-11ef-4015-83a1-2c77e36482f0,South Station,West End,1.0,23.0,Uber,2018-12-03 08:52:58, Foggy ,1.88
241207,78749506-ec71-40b0-9370-fdb9c732899a,North Station,South Station,1.0,14.0,Uber,2018-11-28 17:47:07, Overcast ,1.34
688349,e97a1280-9c35-4a35-bdbf-4590c2ba5b57,Northeastern University,North Station,1.0,10.0,Uber,2018-11-26 20:32:09, Overcast ,3.22
543247,473fa3f7-9ecd-44a2-831e-c49dae520465,Theatre District,South Station,1.0,16.5,Lyft,2018-11-29 17:32:56, Partly Cloudy ,0.58
290285,bab1f2e9-7c5e-402a-951f-cc16b2dfa3ae,Northeastern University,Beacon Hill,1.0,9.0,Uber,2018-11-27 01:30:22, Rain ,2.61
198519,cfe72cb0-630e-42a2-a3c7-5dbab89d0a71,North End,North Station,1.0,7.0,Uber,2018-12-17 16:50:09, Overcast ,1.03
613466,cefc4655-2489-497d-907f-f2872669b9c1,Northeastern University,Back Bay,1.0,6.5,Uber,2018-12-13 19:40:09, Mostly Cloudy ,1.64
367411,3d1b4d92-f13d-4f3d-884d-a0dcf38a4b49,Theatre District,Boston University,1.0,11.0,Lyft,2018-11-28 20:05:08, Overcast ,4.8
514479,b12019b1-5dbd-4526-baee-8103d5f8b9df,Beacon Hill,North End,1.0,28.5,Uber,2018-11-29 00:37:37, Mostly Cloudy ,2.19
41089,dd62f28c-e3fe-4803-8066-8ee588baf301,Northeastern University,North Station,1.0,36.0,Uber,2018-12-02 02:42:56, Partly Cloudy ,3.22
263212,62375ffe-e904-4f48-8a98-e066525621c7,Boston University,West End,1.0,32.5,Lyft,2018-11-28 00:54:22, Clear ,3.08
612935,1e139740-be91-4ca0-9c0c-a2c89ca225ef,Theatre District,Haymarket Square,1.25,38.5,Lyft,2018-12-18 09:55:10, Overcast ,1.69
378410,583cdf34-245f-4017-84fe-ba8417e595dc,Beacon Hill,North End,1.0,15.0,Uber,2018-12-15 19:35:12, Clear ,1.35
